SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
6.000000;14;4488;2.713768;502;502;470;502;0;470;0;0;0
6.200000;14;4488;2.713768;502;502;377;502;0;377;0;0;0
6.400000;14;4488;2.713768;502;502;246;502;0;246;0;0;0
6.600000;14;4488;2.713768;502;502;111;502;0;111;0;0;0
6.800000;14;4488;2.713768;502;502;48;502;0;48;0;0;0
7.000000;14;4488;2.713768;502;502;7;502;0;7;0;0;0
7.200000;14;4488;2.713768;502;502;2;502;0;2;0;0;0
7.400000;14;4488;2.713768;502;502;0;502;0;0;0;0;0
7.600000;14;4488;2.713768;502;502;0;502;0;0;0;0;0
7.800000;14;4488;2.713768;502;502;0;502;0;0;0;0;0
8.000000;14;4488;2.713768;502;502;0;502;0;0;0;0;0
8.200000;14;4488;2.713768;502;502;0;502;0;0;0;0;0
8.400000;14;4488;2.713768;496;502;0;496;0;0;0;0;0
8.600000;14;4488;2.713768;479;502;0;479;0;0;0;0;0
8.800000;14;4488;2.713768;409;502;0;409;0;0;0;0;0
9.000000;14;4488;2.713768;282;502;0;282;0;0;0;0;0
9.200000;14;4488;2.713768;154;502;0;154;0;0;0;0;0
9.400000;14;4488;2.713768;100;740;0;100;0;0;0;0;0
9.600000;14;4488;2.713768;49;1000;0;49;0;0;0;0;0
9.800000;14;4488;2.713768;18;1000;0;18;0;0;0;0;0
10.000000;14;4488;2.713768;1;1000;0;1;0;0;0;0;0
