SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
-1.000000;7;2088;1.264493;502;502;502;502;7;502;0;7;0
-0.800000;7;2088;1.264493;502;502;502;502;0;502;0;0;0
-0.600000;7;2088;1.264493;502;502;498;502;0;498;0;0;0
-0.400000;7;2088;1.264493;502;502;492;502;0;492;0;0;0
-0.200000;7;2088;1.264493;502;502;445;502;0;445;0;0;0
-0.000000;7;2088;1.264493;502;502;354;502;0;354;0;0;0
0.200000;7;2088;1.264493;502;502;289;502;0;289;0;0;0
0.400000;7;2088;1.264493;502;502;147;502;0;147;0;0;0
0.600000;7;2088;1.264493;502;502;60;502;0;60;0;0;0
0.800000;7;2088;1.264493;502;502;22;502;0;22;0;0;0
1.000000;7;2088;1.264493;502;502;11;502;0;11;0;0;0
1.200000;7;2088;1.264493;502;502;1;502;0;1;0;0;0
1.400000;7;2088;1.264493;502;502;0;502;0;0;0;0;0
1.600000;7;2088;1.264493;502;502;0;502;0;0;0;0;0
1.800000;7;2088;1.264493;496;502;0;496;0;0;0;0;0
2.000000;7;2088;1.264493;486;502;0;486;0;0;0;0;0
2.200000;7;2088;1.264493;464;502;0;464;0;0;0;0;0
2.400000;7;2088;1.264493;399;502;0;399;0;0;0;0;0
2.600000;7;2088;1.264493;314;502;0;314;0;0;0;0;0
2.800000;7;2088;1.264493;228;502;0;228;0;0;0;0;0
3.000000;7;2088;1.264493;139;502;0;139;0;0;0;0;0
3.200000;7;2088;1.264493;100;597;0;100;0;0;0;0;0
3.400000;7;2088;1.264493;56;1000;0;56;0;0;0;0;0
3.600000;7;2088;1.264493;22;1000;0;22;0;0;0;0;0
3.800000;7;2088;1.264493;7;1000;0;7;0;0;0;0;0
