SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
18.000000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
18.200000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
18.400000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
18.600000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
18.800000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
19.000000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
19.200000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
19.400000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
19.600000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
19.800000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
20.000000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
20.200000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
20.400000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
20.600000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
20.800000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
21.000000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
21.200000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
21.400000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
21.600000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
21.800000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
22.000000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
22.200000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
22.400000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
22.600000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
22.800000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
23.000000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
23.200000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
23.400000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
23.600000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
23.800000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
24.000000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
24.200000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
24.400000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
24.600000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
24.800000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
25.000000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
25.200000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
25.400000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
25.600000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
25.800000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
26.000000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
26.200000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
26.400000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
26.600000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
26.800000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
27.000000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
27.200000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
27.400000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
27.600000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
27.800000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
28.000000;26;10584;6.391304;502;502;502;502;0;502;0;0;0
