SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
15.000000;23;8584;5.184783;502;502;496;502;0;496;0;0;0
15.200000;23;8584;5.184783;502;502;493;502;0;493;0;0;0
15.400000;23;8584;5.184783;502;502;463;502;0;463;0;0;0
15.600000;23;8584;5.184783;502;502;397;502;0;397;0;0;0
15.800000;23;8584;5.184783;502;502;336;502;0;336;0;0;0
16.000000;23;8584;5.184783;502;502;248;502;0;248;0;0;0
16.200000;23;8584;5.184783;502;502;170;502;0;170;0;0;0
16.400000;23;8584;5.184783;502;502;103;502;0;103;0;0;0
16.600000;23;8584;5.184783;502;502;56;502;0;56;0;0;0
16.800000;23;8584;5.184783;502;502;21;502;0;21;0;0;0
17.000000;23;8584;5.184783;502;502;9;502;0;9;0;0;0
17.200000;23;8584;5.184783;502;502;5;502;0;5;0;0;0
17.400000;23;8584;5.184783;502;502;0;502;0;0;0;0;0
17.600000;23;8584;5.184783;502;502;0;502;0;0;0;0;0
17.800000;23;8584;5.184783;502;502;0;502;0;0;0;0;0
18.000000;23;8584;5.184783;502;502;0;502;0;0;0;0;0
18.200000;23;8584;5.184783;500;502;0;500;0;0;0;0;0
18.400000;23;8584;5.184783;488;502;0;488;0;0;0;0;0
18.600000;23;8584;5.184783;465;502;0;465;0;0;0;0;0
18.800000;23;8584;5.184783;416;502;0;416;0;0;0;0;0
19.000000;23;8584;5.184783;351;502;0;351;0;0;0;0;0
19.200000;23;8584;5.184783;270;502;0;270;0;0;0;0;0
19.400000;23;8584;5.184783;206;502;0;206;0;0;0;0;0
19.600000;23;8584;5.184783;124;502;0;124;0;0;0;0;0
19.800000;23;8584;5.184783;100;835;0;100;0;0;0;0;0
20.000000;23;8584;5.184783;71;1000;0;71;0;0;0;0;0
20.200000;23;8584;5.184783;30;1000;0;30;0;0;0;0;0
20.400000;23;8584;5.184783;13;1000;0;13;0;0;0;0;0
20.600000;23;8584;5.184783;7;1000;0;7;0;0;0;0;0
