SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
12.000000;20;6856;4.141304;502;502;393;502;0;393;0;0;0
12.200000;20;6856;4.141304;502;502;284;502;0;284;0;0;0
12.400000;20;6856;4.141304;502;502;182;502;0;182;0;0;0
12.600000;20;6856;4.141304;502;502;68;502;0;68;0;0;0
12.800000;20;6856;4.141304;502;502;28;502;0;28;0;0;0
13.000000;20;6856;4.141304;502;502;9;502;0;9;0;0;0
13.200000;20;6856;4.141304;502;502;4;502;0;4;0;0;0
13.400000;20;6856;4.141304;502;502;2;502;0;2;0;0;0
13.600000;20;6856;4.141304;502;502;0;502;0;0;0;0;0
13.800000;20;6856;4.141304;502;502;0;502;0;0;0;0;0
14.000000;20;6856;4.141304;501;502;0;501;0;0;0;0;0
14.200000;20;6856;4.141304;501;502;0;501;0;0;0;0;0
14.400000;20;6856;4.141304;492;502;0;492;0;0;0;0;0
14.600000;20;6856;4.141304;473;502;0;473;0;0;0;0;0
14.800000;20;6856;4.141304;429;502;0;429;0;0;0;0;0
15.000000;20;6856;4.141304;365;502;0;365;0;0;0;0;0
15.200000;20;6856;4.141304;226;502;0;226;0;0;0;0;0
15.400000;20;6856;4.141304;132;502;0;132;0;0;0;0;0
15.600000;20;6856;4.141304;100;709;0;100;0;0;0;0;0
15.800000;20;6856;4.141304;75;1000;0;75;0;0;0;0;0
16.000000;20;6856;4.141304;24;1000;0;24;0;0;0;0;0
16.200000;20;6856;4.141304;3;1000;0;3;0;0;0;0;0
