SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
-7.000000;1;600;0.365942;502;502;502;502;502;502;457;502;0
-6.800000;1;600;0.365942;502;502;502;502;500;502;414;500;0
-6.600000;1;600;0.365942;502;502;502;502;494;502;302;494;0
-6.400000;1;600;0.365942;502;502;502;502;479;502;172;479;0
-6.200000;1;600;0.365942;502;502;502;502;435;502;83;435;0
-6.000000;1;600;0.365942;502;502;501;502;349;501;27;349;0
-5.800000;1;600;0.365942;502;502;500;502;230;500;9;230;0
-5.600000;1;600;0.365942;502;502;497;502;130;497;3;130;0
-5.400000;1;600;0.365942;502;502;470;502;55;470;0;55;0
-5.200000;1;600;0.365942;502;502;445;502;32;445;0;32;0
-5.000000;1;600;0.365942;502;502;372;502;9;372;0;9;0
-4.800000;1;600;0.365942;502;502;298;502;1;298;0;1;0
-4.600000;1;600;0.365942;502;502;211;502;1;211;0;1;0
-4.400000;1;600;0.365942;502;502;121;502;0;121;0;0;0
-4.200000;1;600;0.365942;502;502;78;502;0;78;0;0;0
-4.000000;1;600;0.365942;500;502;30;500;0;30;0;0;0
-3.800000;1;600;0.365942;498;502;12;498;0;12;0;0;0
-3.600000;1;600;0.365942;490;502;0;490;0;0;0;0;0
-3.400000;1;600;0.365942;478;502;0;478;0;0;0;0;0
-3.200000;1;600;0.365942;461;502;0;461;0;0;0;0;0
-3.000000;1;600;0.365942;402;502;0;402;0;0;0;0;0
-2.800000;1;600;0.365942;357;502;0;357;0;0;0;0;0
-2.600000;1;600;0.365942;266;502;0;266;0;0;0;0;0
-2.400000;1;600;0.365942;190;502;0;190;0;0;0;0;0
-2.200000;1;600;0.365942;117;502;0;117;0;0;0;0;0
-2.000000;1;600;0.365942;100;834;0;100;0;0;0;0;0
-1.800000;1;600;0.365942;70;1000;0;70;0;0;0;0;0
-1.600000;1;600;0.365942;45;1000;0;45;0;0;0;0;0
-1.400000;1;600;0.365942;22;1000;0;22;0;0;0;0;0
-1.200000;1;600;0.365942;7;1000;0;7;0;0;0;0;0
