SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
14.000000;22;8008;4.836957;502;502;477;502;0;477;0;0;0
14.200000;22;8008;4.836957;502;502;431;502;0;431;0;0;0
14.400000;22;8008;4.836957;502;502;337;502;0;337;0;0;0
14.600000;22;8008;4.836957;502;502;244;502;0;244;0;0;0
14.800000;22;8008;4.836957;502;502;164;502;0;164;0;0;0
15.000000;22;8008;4.836957;502;502;87;502;0;87;0;0;0
15.200000;22;8008;4.836957;502;502;45;502;0;45;0;0;0
15.400000;22;8008;4.836957;502;502;19;502;0;19;0;0;0
15.600000;22;8008;4.836957;502;502;3;502;0;3;0;0;0
15.800000;22;8008;4.836957;502;502;1;502;0;1;0;0;0
16.000000;22;8008;4.836957;502;502;3;502;0;3;0;0;0
16.200000;22;8008;4.836957;502;502;0;502;0;0;0;0;0
16.400000;22;8008;4.836957;502;502;0;502;0;0;0;0;0
16.600000;22;8008;4.836957;501;502;0;501;0;0;0;0;0
16.800000;22;8008;4.836957;500;502;0;500;0;0;0;0;0
17.000000;22;8008;4.836957;485;502;0;485;0;0;0;0;0
17.200000;22;8008;4.836957;448;502;0;448;0;0;0;0;0
17.400000;22;8008;4.836957;398;502;0;398;0;0;0;0;0
17.600000;22;8008;4.836957;298;502;0;298;0;0;0;0;0
17.800000;22;8008;4.836957;216;502;0;216;0;0;0;0;0
18.000000;22;8008;4.836957;132;502;0;132;0;0;0;0;0
18.200000;22;8008;4.836957;100;719;0;100;0;0;0;0;0
18.400000;22;8008;4.836957;57;1000;0;57;0;0;0;0;0
18.600000;22;8008;4.836957;25;1000;0;25;0;0;0;0;0
18.800000;22;8008;4.836957;12;1000;0;12;0;0;0;0;0
19.000000;22;8008;4.836957;8;1000;0;8;0;0;0;0;0
