SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
16.000000;24;9432;5.695652;502;502;502;502;0;502;0;0;0
16.200000;24;9432;5.695652;502;502;502;502;0;502;0;0;0
16.400000;24;9432;5.695652;502;502;502;502;0;502;0;0;0
16.600000;24;9432;5.695652;502;502;502;502;0;502;0;0;0
16.800000;24;9432;5.695652;502;502;502;502;0;502;0;0;0
17.000000;24;9432;5.695652;502;502;502;502;0;502;0;0;0
17.200000;24;9432;5.695652;502;502;502;502;0;502;0;0;0
17.400000;24;9432;5.695652;502;502;502;502;0;502;0;0;0
17.600000;24;9432;5.695652;502;502;502;502;0;502;0;0;0
17.800000;24;9432;5.695652;502;502;502;502;0;502;0;0;0
18.000000;24;9432;5.695652;502;502;502;502;0;502;0;0;0
18.200000;24;9432;5.695652;502;502;502;502;0;502;0;0;0
18.400000;24;9432;5.695652;502;502;502;502;0;502;0;0;0
18.600000;24;9432;5.695652;502;502;502;502;0;502;0;0;0
18.800000;24;9432;5.695652;502;502;499;502;0;499;0;0;0
19.000000;24;9432;5.695652;502;502;499;502;0;499;0;0;0
19.200000;24;9432;5.695652;502;502;493;502;0;493;0;0;0
19.400000;24;9432;5.695652;502;502;492;502;0;492;0;0;0
19.600000;24;9432;5.695652;502;502;470;502;0;470;0;0;0
19.800000;24;9432;5.695652;502;502;454;502;0;454;0;0;0
20.000000;24;9432;5.695652;502;502;436;502;0;436;0;0;0
20.200000;24;9432;5.695652;502;502;388;502;0;388;0;0;0
20.400000;24;9432;5.695652;502;502;348;502;0;348;0;0;0
20.600000;24;9432;5.695652;502;502;336;502;0;336;0;0;0
20.800000;24;9432;5.695652;502;502;263;502;0;263;0;0;0
21.000000;24;9432;5.695652;502;502;217;502;0;217;0;0;0
21.200000;24;9432;5.695652;502;502;203;502;0;203;0;0;0
21.400000;24;9432;5.695652;502;502;148;502;0;148;0;0;0
21.600000;24;9432;5.695652;502;502;123;502;0;123;0;0;0
21.800000;24;9432;5.695652;502;502;96;502;0;96;0;0;0
22.000000;24;9432;5.695652;502;502;75;502;0;75;0;0;0
22.200000;24;9432;5.695652;502;502;53;502;0;53;0;0;0
22.400000;24;9432;5.695652;502;502;47;502;0;47;0;0;0
22.600000;24;9432;5.695652;502;502;37;502;0;37;0;0;0
22.800000;24;9432;5.695652;499;502;27;499;0;27;0;0;0
23.000000;24;9432;5.695652;498;502;12;498;0;12;0;0;0
23.200000;24;9432;5.695652;491;502;14;491;0;14;0;0;0
23.400000;24;9432;5.695652;487;502;8;487;0;8;0;0;0
23.600000;24;9432;5.695652;483;502;8;483;0;8;0;0;0
23.800000;24;9432;5.695652;458;502;8;458;0;8;0;0;0
24.000000;24;9432;5.695652;459;502;9;459;0;9;0;0;0
24.200000;24;9432;5.695652;447;502;5;447;0;5;0;0;0
24.400000;24;9432;5.695652;399;502;2;399;0;2;0;0;0
24.600000;24;9432;5.695652;380;502;2;380;0;2;0;0;0
24.800000;24;9432;5.695652;349;502;4;349;0;4;0;0;0
25.000000;24;9432;5.695652;318;502;1;318;0;1;0;0;0
25.200000;24;9432;5.695652;297;502;3;297;0;3;0;0;0
25.400000;24;9432;5.695652;264;502;2;264;0;2;0;0;0
25.600000;24;9432;5.695652;244;502;0;244;0;0;0;0;0
25.800000;24;9432;5.695652;208;502;0;208;0;0;0;0;0
26.000000;24;9432;5.695652;181;502;0;181;0;0;0;0;0
