SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
3.000000;11;3000;1.815217;502;502;472;502;0;472;0;0;0
3.200000;11;3000;1.815217;502;502;405;502;0;405;0;0;0
3.400000;11;3000;1.815217;502;502;265;502;0;265;0;0;0
3.600000;11;3000;1.815217;502;502;113;502;0;113;0;0;0
3.800000;11;3000;1.815217;502;502;28;502;0;28;0;0;0
4.000000;11;3000;1.815217;502;502;11;502;0;11;0;0;0
4.200000;11;3000;1.815217;502;502;3;502;0;3;0;0;0
4.400000;11;3000;1.815217;502;502;0;502;0;0;0;0;0
4.600000;11;3000;1.815217;502;502;0;502;0;0;0;0;0
4.800000;11;3000;1.815217;502;502;0;502;0;0;0;0;0
5.000000;11;3000;1.815217;501;502;0;501;0;0;0;0;0
5.200000;11;3000;1.815217;492;502;0;492;0;0;0;0;0
5.400000;11;3000;1.815217;474;502;0;474;0;0;0;0;0
5.600000;11;3000;1.815217;380;502;0;380;0;0;0;0;0
5.800000;11;3000;1.815217;249;502;0;249;0;0;0;0;0
6.000000;11;3000;1.815217;120;502;0;120;0;0;0;0;0
6.200000;11;3000;1.815217;91;1000;0;91;0;0;0;0;0
6.400000;11;3000;1.815217;23;1000;0;23;0;0;0;0;0
6.600000;11;3000;1.815217;2;1000;0;2;0;0;0;0;0
