SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
5.000000;13;4008;2.423913;502;502;502;502;0;502;0;0;0
5.200000;13;4008;2.423913;502;502;502;502;0;502;0;0;0
5.400000;13;4008;2.423913;502;502;502;502;0;502;0;0;0
5.600000;13;4008;2.423913;502;502;502;502;0;502;0;0;0
5.800000;13;4008;2.423913;502;502;496;502;0;496;0;0;0
6.000000;13;4008;2.423913;502;502;458;502;0;458;0;0;0
6.200000;13;4008;2.423913;502;502;391;502;0;391;0;0;0
6.400000;13;4008;2.423913;502;502;260;502;0;260;0;0;0
6.600000;13;4008;2.423913;502;502;107;502;0;107;0;0;0
6.800000;13;4008;2.423913;502;502;40;502;0;40;0;0;0
7.000000;13;4008;2.423913;502;502;7;502;0;7;0;0;0
7.200000;13;4008;2.423913;502;502;1;502;0;1;0;0;0
7.400000;13;4008;2.423913;502;502;0;502;0;0;0;0;0
7.600000;13;4008;2.423913;502;502;0;502;0;0;0;0;0
7.800000;13;4008;2.423913;502;502;0;502;0;0;0;0;0
8.000000;13;4008;2.423913;502;502;0;502;0;0;0;0;0
8.200000;13;4008;2.423913;502;502;0;502;0;0;0;0;0
8.400000;13;4008;2.423913;489;502;0;489;0;0;0;0;0
8.600000;13;4008;2.423913;449;502;0;449;0;0;0;0;0
8.800000;13;4008;2.423913;370;502;0;370;0;0;0;0;0
9.000000;13;4008;2.423913;248;502;0;248;0;0;0;0;0
9.200000;13;4008;2.423913;119;502;0;119;0;0;0;0;0
9.400000;13;4008;2.423913;86;1000;0;86;0;0;0;0;0
9.600000;13;4008;2.423913;30;1000;0;30;0;0;0;0;0
9.800000;13;4008;2.423913;1;1000;0;1;0;0;0;0;0
