SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
-5.000000;3;984;0.597826;502;502;502;502;472;502;90;472;0
-4.800000;3;984;0.597826;502;502;502;502;420;502;29;420;0
-4.600000;3;984;0.597826;502;502;502;502;331;502;11;331;0
-4.400000;3;984;0.597826;502;502;501;502;235;501;4;235;0
-4.200000;3;984;0.597826;502;502;500;502;109;500;0;109;0
-4.000000;3;984;0.597826;502;502;490;502;57;490;0;57;0
-3.800000;3;984;0.597826;502;502;470;502;10;470;0;10;0
-3.600000;3;984;0.597826;502;502;428;502;5;428;0;5;0
-3.400000;3;984;0.597826;502;502;354;502;0;354;0;0;0
-3.200000;3;984;0.597826;502;502;234;502;0;234;0;0;0
-3.000000;3;984;0.597826;502;502;125;502;0;125;0;0;0
-2.800000;3;984;0.597826;502;502;78;502;0;78;0;0;0
-2.600000;3;984;0.597826;502;502;29;502;0;29;0;0;0
-2.400000;3;984;0.597826;501;502;14;501;0;14;0;0;0
-2.200000;3;984;0.597826;502;502;2;502;0;2;0;0;0
-2.000000;3;984;0.597826;493;502;2;493;0;2;0;0;0
-1.800000;3;984;0.597826;492;502;0;492;0;0;0;0;0
-1.600000;3;984;0.597826;465;502;0;465;0;0;0;0;0
-1.400000;3;984;0.597826;423;502;0;423;0;0;0;0;0
-1.200000;3;984;0.597826;377;502;0;377;0;0;0;0;0
-1.000000;3;984;0.597826;255;502;0;255;0;0;0;0;0
-0.800000;3;984;0.597826;176;502;0;176;0;0;0;0;0
-0.600000;3;984;0.597826;100;600;0;100;0;0;0;0;0
-0.400000;3;984;0.597826;100;846;0;100;0;0;0;0;0
-0.200000;3;984;0.597826;50;1000;0;50;0;0;0;0;0
0.000000;3;984;0.597826;16;1000;0;16;0;0;0;0;0
0.200000;3;984;0.597826;2;1000;0;2;0;0;0;0;0
