SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
7.000000;15;4840;2.923913;502;502;282;502;0;282;0;0;0
7.200000;15;4840;2.923913;502;502;147;502;0;147;0;0;0
7.400000;15;4840;2.923913;502;502;55;502;0;55;0;0;0
7.600000;15;4840;2.923913;502;502;21;502;0;21;0;0;0
7.800000;15;4840;2.923913;502;502;6;502;0;6;0;0;0
8.000000;15;4840;2.923913;502;502;4;502;0;4;0;0;0
8.200000;15;4840;2.923913;502;502;0;502;0;0;0;0;0
8.400000;15;4840;2.923913;502;502;0;502;0;0;0;0;0
8.600000;15;4840;2.923913;502;502;0;502;0;0;0;0;0
8.800000;15;4840;2.923913;502;502;0;502;0;0;0;0;0
9.000000;15;4840;2.923913;502;502;0;502;0;0;0;0;0
9.200000;15;4840;2.923913;491;502;0;491;0;0;0;0;0
9.400000;15;4840;2.923913;464;502;0;464;0;0;0;0;0
9.600000;15;4840;2.923913;371;502;0;371;0;0;0;0;0
9.800000;15;4840;2.923913;252;502;0;252;0;0;0;0;0
10.000000;15;4840;2.923913;127;502;0;127;0;0;0;0;0
10.200000;15;4840;2.923913;100;940;0;100;0;0;0;0;0
10.400000;15;4840;2.923913;34;1000;0;34;0;0;0;0;0
10.600000;15;4840;2.923913;10;1000;0;10;0;0;0;0;0
10.800000;15;4840;2.923913;2;1000;0;2;0;0;0;0;0
