SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
-3.000000;5;1512;0.916667;502;502;502;502;250;502;0;250;0
-2.800000;5;1512;0.916667;502;502;501;502;129;501;0;129;0
-2.600000;5;1512;0.916667;502;502;502;502;45;502;0;45;0
-2.400000;5;1512;0.916667;502;502;501;502;22;501;0;22;0
-2.200000;5;1512;0.916667;502;502;496;502;0;496;0;0;0
-2.000000;5;1512;0.916667;502;502;461;502;0;461;0;0;0
-1.800000;5;1512;0.916667;502;502;390;502;0;390;0;0;0
-1.600000;5;1512;0.916667;502;502;303;502;0;303;0;0;0
-1.400000;5;1512;0.916667;502;502;180;502;0;180;0;0;0
-1.200000;5;1512;0.916667;502;502;91;502;0;91;0;0;0
-1.000000;5;1512;0.916667;502;502;36;502;0;36;0;0;0
-0.800000;5;1512;0.916667;502;502;16;502;0;16;0;0;0
-0.600000;5;1512;0.916667;502;502;3;502;0;3;0;0;0
-0.400000;5;1512;0.916667;502;502;0;502;0;0;0;0;0
-0.200000;5;1512;0.916667;501;502;0;501;0;0;0;0;0
0.000000;5;1512;0.916667;497;502;0;497;0;0;0;0;0
0.200000;5;1512;0.916667;485;502;0;485;0;0;0;0;0
0.400000;5;1512;0.916667;450;502;0;450;0;0;0;0;0
0.600000;5;1512;0.916667;386;502;0;386;0;0;0;0;0
0.800000;5;1512;0.916667;293;502;0;293;0;0;0;0;0
1.000000;5;1512;0.916667;205;502;0;205;0;0;0;0;0
1.200000;5;1512;0.916667;100;576;0;100;0;0;0;0;0
1.400000;5;1512;0.916667;96;1000;0;96;0;0;0;0;0
1.600000;5;1512;0.916667;37;1000;0;37;0;0;0;0;0
1.800000;5;1512;0.916667;9;1000;0;9;0;0;0;0;0
