SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
8.000000;16;5224;3.155797;502;502;502;502;0;502;0;0;0
8.200000;16;5224;3.155797;502;502;496;502;0;496;0;0;0
8.400000;16;5224;3.155797;502;502;461;502;0;461;0;0;0
8.600000;16;5224;3.155797;502;502;415;502;0;415;0;0;0
8.800000;16;5224;3.155797;502;502;290;502;0;290;0;0;0
9.000000;16;5224;3.155797;502;502;161;502;0;161;0;0;0
9.200000;16;5224;3.155797;502;502;73;502;0;73;0;0;0
9.400000;16;5224;3.155797;502;502;22;502;0;22;0;0;0
9.600000;16;5224;3.155797;502;502;9;502;0;9;0;0;0
9.800000;16;5224;3.155797;502;502;1;502;0;1;0;0;0
10.000000;16;5224;3.155797;502;502;0;502;0;0;0;0;0
10.200000;16;5224;3.155797;502;502;0;502;0;0;0;0;0
10.400000;16;5224;3.155797;502;502;1;502;0;1;0;0;0
10.600000;16;5224;3.155797;501;502;0;501;0;0;0;0;0
10.800000;16;5224;3.155797;502;502;0;502;0;0;0;0;0
11.000000;16;5224;3.155797;495;502;0;495;0;0;0;0;0
11.200000;16;5224;3.155797;470;502;0;470;0;0;0;0;0
11.400000;16;5224;3.155797;397;502;0;397;0;0;0;0;0
11.600000;16;5224;3.155797;314;502;0;314;0;0;0;0;0
11.800000;16;5224;3.155797;172;502;0;172;0;0;0;0;0
12.000000;16;5224;3.155797;100;563;0;100;0;0;0;0;0
12.200000;16;5224;3.155797;61;1000;0;61;0;0;0;0;0
12.400000;16;5224;3.155797;19;1000;0;19;0;0;0;0;0
12.600000;16;5224;3.155797;8;1000;0;8;0;0;0;0;0
