SNR; MCS; TBS; rate; err0; trials0; err1; trial1; err2; trial2; err3; trial3; dci_err
13.000000;21;7432;4.489130;502;502;389;502;0;389;0;0;0
13.200000;21;7432;4.489130;502;502;337;502;0;337;0;0;0
13.400000;21;7432;4.489130;502;502;195;502;0;195;0;0;0
13.600000;21;7432;4.489130;502;502;104;502;0;104;0;0;0
13.800000;21;7432;4.489130;502;502;51;502;0;51;0;0;0
14.000000;21;7432;4.489130;502;502;16;502;0;16;0;0;0
14.200000;21;7432;4.489130;502;502;6;502;0;6;0;0;0
14.400000;21;7432;4.489130;502;502;2;502;0;2;0;0;0
14.600000;21;7432;4.489130;502;502;2;502;0;2;0;0;0
14.800000;21;7432;4.489130;502;502;0;502;0;0;0;0;0
15.000000;21;7432;4.489130;502;502;0;502;0;0;0;0;0
15.200000;21;7432;4.489130;502;502;0;502;0;0;0;0;0
15.400000;21;7432;4.489130;500;502;0;500;0;0;0;0;0
15.600000;21;7432;4.489130;491;502;0;491;0;0;0;0;0
15.800000;21;7432;4.489130;466;502;0;466;0;0;0;0;0
16.000000;21;7432;4.489130;411;502;0;411;0;0;0;0;0
16.200000;21;7432;4.489130;311;502;0;311;0;0;0;0;0
16.400000;21;7432;4.489130;233;502;0;233;0;0;0;0;0
16.600000;21;7432;4.489130;111;502;0;111;0;0;0;0;0
16.800000;21;7432;4.489130;100;874;0;100;0;0;0;0;0
17.000000;21;7432;4.489130;59;1000;0;59;0;0;0;0;0
17.200000;21;7432;4.489130;23;1000;0;23;0;0;0;0;0
17.400000;21;7432;4.489130;5;1000;0;5;0;0;0;0;0
