SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
-4.000000;11;4392;0.356725;502;502;502;502;0;0;0;0;0
-2.500000;11;4392;0.356725;502;502;502;502;0;0;0;0;0
-1.000000;11;4392;0.356725;502;502;83;502;0;0;0;0;0
0.500000;11;4392;0.356725;502;502;0;502;0;0;0;0;0
0.600000;11;4392;0.356725;502;502;0;502;0;0;0;0;0
0.700000;11;4392;0.356725;502;502;0;502;0;0;0;0;0
0.800000;11;4392;0.356725;502;502;0;502;0;0;0;0;0
0.900000;11;4392;0.356725;501;502;0;502;0;0;0;0;0
1.000000;11;4392;0.356725;501;502;0;502;0;0;0;0;0
1.100000;11;4392;0.356725;490;502;0;502;0;0;0;0;0
1.200000;11;4392;0.356725;455;502;0;502;0;0;0;0;0
1.300000;11;4392;0.356725;375;502;0;502;0;0;0;0;0
1.400000;11;4392;0.356725;232;502;0;502;0;0;0;0;0
1.500000;11;4392;0.356725;100;507;0;507;0;0;0;0;0
1.600000;11;4392;0.356725;63;1000;0;1000;0;0;0;0;0
1.700000;11;4392;0.356725;15;1000;0;1000;0;0;0;0;0
1.800000;11;4392;0.356725;4;1000;0;1000;0;0;0;0;0
