SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
-2.000000;6;2408;0.872464;392;502;167;392;38;167;8;38;0
-1.000000;6;2408;0.872464;338;502;112;338;17;112;1;17;0
0.000000;6;2408;0.872464;258;502;46;258;1;46;0;1;0
1.000000;6;2408;0.872464;182;502;15;182;0;15;0;0;0
2.000000;6;2408;0.872464;137;502;7;137;0;7;0;0;0
3.000000;6;2408;0.872464;107;502;0;107;0;0;0;0;0
4.000000;6;2408;0.872464;100;780;1;100;0;1;0;0;0
5.000000;6;2408;0.872464;72;1000;0;72;0;0;0;0;0
6.000000;6;2408;0.872464;42;1000;0;42;0;0;0;0;0
7.000000;6;2408;0.872464;26;1000;0;26;0;0;0;0;0
8.000000;6;2408;0.872464;13;1000;0;13;0;0;0;0;0
9.000000;6;2408;0.872464;4;1000;0;4;0;0;0;0;0
