SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
18.000000;26;14112;5.113043;418;502;121;418;0;121;0;0;0
19.000000;26;14112;5.113043;370;502;66;370;0;66;0;0;0
20.000000;26;14112;5.113043;336;502;55;336;0;55;0;0;0
21.000000;26;14112;5.113043;304;502;40;304;0;40;0;0;0
22.000000;26;14112;5.113043;276;502;19;276;0;19;0;0;0
23.000000;26;14112;5.113043;264;502;23;264;0;23;0;0;0
24.000000;26;14112;5.113043;239;502;19;239;0;19;0;0;0
25.000000;26;14112;5.113043;197;502;11;197;0;11;0;0;0
26.000000;26;14112;5.113043;191;502;11;191;0;11;0;0;0
27.000000;26;14112;5.113043;153;502;11;153;0;11;0;0;0
28.000000;26;14112;5.113043;169;502;13;169;0;13;0;0;0
29.000000;26;14112;5.113043;163;502;9;163;0;9;0;0;0
30.000000;26;14112;5.113043;162;502;10;162;0;10;0;0;0
31.000000;26;14112;5.113043;155;502;12;155;0;12;0;0;0
32.000000;26;14112;5.113043;151;502;12;151;0;12;0;0;0
33.000000;26;14112;5.113043;150;502;8;150;0;8;0;0;0
34.000000;26;14112;5.113043;130;502;9;130;0;9;0;0;0
35.000000;26;14112;5.113043;105;502;2;105;0;2;0;0;0
36.000000;26;14112;5.113043;141;502;10;141;0;10;0;0;0
37.000000;26;14112;5.113043;132;502;5;132;0;5;0;0;0
