SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
17.000000;25;12960;4.695652;339;502;62;339;0;62;0;0;0
18.000000;25;12960;4.695652;306;502;36;306;0;36;0;0;0
19.000000;25;12960;4.695652;241;502;15;241;0;15;0;0;0
20.000000;25;12960;4.695652;221;502;18;221;0;18;0;0;0
21.000000;25;12960;4.695652;206;502;10;206;0;10;0;0;0
22.000000;25;12960;4.695652;168;502;5;168;0;5;0;0;0
23.000000;25;12960;4.695652;133;502;5;133;0;5;0;0;0
24.000000;25;12960;4.695652;118;502;3;118;0;3;0;0;0
25.000000;25;12960;4.695652;102;502;1;102;0;1;0;0;0
26.000000;25;12960;4.695652;100;512;3;100;0;3;0;0;0
27.000000;25;12960;4.695652;100;553;1;100;0;1;0;0;0
28.000000;25;12960;4.695652;100;641;3;100;0;3;0;0;0
29.000000;25;12960;4.695652;100;625;2;100;0;2;0;0;0
30.000000;25;12960;4.695652;100;702;3;100;0;3;0;0;0
31.000000;25;12960;4.695652;100;697;5;100;0;5;0;0;0
32.000000;25;12960;4.695652;100;642;2;100;0;2;0;0;0
33.000000;25;12960;4.695652;100;656;4;100;0;4;0;0;0
34.000000;25;12960;4.695652;100;748;3;100;0;3;0;0;0
35.000000;25;12960;4.695652;100;824;0;100;0;0;0;0;0
36.000000;25;12960;4.695652;100;833;4;100;0;4;0;0;0
