SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
7.000000;15;6456;2.339130;345;502;69;345;0;69;0;0;0
8.000000;15;6456;2.339130;258;502;34;258;1;34;0;1;0
9.000000;15;6456;2.339130;245;502;12;245;0;12;0;0;0
10.000000;15;6456;2.339130;144;502;6;144;0;6;0;0;0
11.000000;15;6456;2.339130;111;502;3;111;0;3;0;0;0
12.000000;15;6456;2.339130;100;824;0;100;0;0;0;0;0
13.000000;15;6456;2.339130;88;1000;0;88;0;0;0;0;0
14.000000;15;6456;2.339130;59;1000;0;59;0;0;0;0;0
15.000000;15;6456;2.339130;26;1000;0;26;0;0;0;0;0
16.000000;15;6456;2.339130;26;1000;0;26;0;0;0;0;0
17.000000;15;6456;2.339130;7;1000;0;7;0;0;0;0;0
