SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
16.000000;24;12576;4.556522;370;502;87;370;0;87;0;0;0
17.000000;24;12576;4.556522;310;502;40;310;0;40;0;0;0
18.000000;24;12576;4.556522;273;502;29;273;0;29;0;0;0
19.000000;24;12576;4.556522;237;502;16;237;0;16;0;0;0
20.000000;24;12576;4.556522;185;502;5;185;0;5;0;0;0
21.000000;24;12576;4.556522;146;502;2;146;0;2;0;0;0
22.000000;24;12576;4.556522;133;502;4;133;0;4;0;0;0
23.000000;24;12576;4.556522;101;502;2;101;0;2;0;0;0
24.000000;24;12576;4.556522;100;586;3;100;0;3;0;0;0
25.000000;24;12576;4.556522;100;553;1;100;0;1;0;0;0
26.000000;24;12576;4.556522;100;664;0;100;0;0;0;0;0
27.000000;24;12576;4.556522;100;849;3;100;0;3;0;0;0
28.000000;24;12576;4.556522;100;927;0;100;0;0;0;0;0
29.000000;24;12576;4.556522;100;805;0;100;0;0;0;0;0
30.000000;24;12576;4.556522;92;1000;1;92;0;1;0;0;0
31.000000;24;12576;4.556522;94;1000;1;94;0;1;0;0;0
32.000000;24;12576;4.556522;89;1000;1;89;0;1;0;0;0
33.000000;24;12576;4.556522;90;1000;2;90;0;2;0;0;0
34.000000;24;12576;4.556522;86;1000;1;86;0;1;0;0;0
35.000000;24;12576;4.556522;78;1000;1;78;0;1;0;0;0
