SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
13.000000;21;9912;3.591304;292;502;49;292;0;49;0;0;0
14.000000;21;9912;3.591304;239;502;17;239;1;17;0;1;0
15.000000;21;9912;3.591304;191;502;6;191;0;6;0;0;0
16.000000;21;9912;3.591304;138;502;5;138;0;5;0;0;0
17.000000;21;9912;3.591304;111;502;2;111;0;2;0;0;0
18.000000;21;9912;3.591304;100;679;0;100;0;0;0;0;0
19.000000;21;9912;3.591304;91;1000;1;91;0;1;0;0;0
20.000000;21;9912;3.591304;59;1000;0;59;0;0;0;0;0
21.000000;21;9912;3.591304;46;1000;0;46;0;0;0;0;0
22.000000;21;9912;3.591304;33;1000;0;33;0;0;0;0;0
23.000000;21;9912;3.591304;18;1000;0;18;0;0;0;0;0
24.000000;21;9912;3.591304;26;1000;0;26;0;0;0;0;0
25.000000;21;9912;3.591304;11;1000;0;11;0;0;0;0;0
26.000000;21;9912;3.591304;17;1000;0;17;0;0;0;0;0
27.000000;21;9912;3.591304;4;1000;0;4;0;0;0;0;0
