SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
-7.000000;1;808;0.292754;448;502;404;448;387;404;381;387;0
-6.000000;1;808;0.292754;398;502;271;398;214;271;208;214;0
-5.000000;1;808;0.292754;287;502;142;287;94;142;84;94;0
-4.000000;1;808;0.292754;205;502;70;205;48;70;44;48;0
-3.000000;1;808;0.292754;178;502;49;178;30;49;29;30;0
-2.000000;1;808;0.292754;110;502;29;110;15;29;15;15;0
-1.000000;1;808;0.292754;100;686;18;100;10;18;6;10;0
0.000000;1;808;0.292754;84;1000;13;84;10;13;9;10;0
1.000000;1;808;0.292754;40;1000;3;40;3;3;3;3;0
2.000000;1;808;0.292754;32;1000;4;32;3;4;2;3;0
3.000000;1;808;0.292754;11;1000;2;11;2;2;2;2;0
4.000000;1;808;0.292754;10;1000;2;10;2;2;2;2;0
