SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
9.000000;17;6968;2.524638;292;502;53;292;0;53;0;0;0
10.000000;17;6968;2.524638;252;502;15;252;0;15;0;0;0
11.000000;17;6968;2.524638;160;502;11;160;0;11;0;0;0
12.000000;17;6968;2.524638;112;502;3;112;0;3;0;0;0
13.000000;17;6968;2.524638;100;696;1;100;0;1;0;0;0
14.000000;17;6968;2.524638;99;1000;1;99;0;1;0;0;0
15.000000;17;6968;2.524638;54;1000;1;54;0;1;0;0;0
16.000000;17;6968;2.524638;34;1000;0;34;0;0;0;0;0
17.000000;17;6968;2.524638;22;1000;0;22;0;0;0;0;0
18.000000;17;6968;2.524638;9;1000;0;9;0;0;0;0;0
