SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
-5.000000;3;1320;0.478261;393;502;220;393;130;220;82;130;0
-4.000000;3;1320;0.478261;337;502;137;337;59;137;34;59;0
-3.000000;3;1320;0.478261;269;502;65;269;20;65;6;20;0
-2.000000;3;1320;0.478261;224;502;27;224;5;27;3;5;0
-1.000000;3;1320;0.478261;132;502;15;132;1;15;1;1;0
0.000000;3;1320;0.478261;111;502;8;111;0;8;0;0;0
1.000000;3;1320;0.478261;100;805;0;100;0;0;0;0;0
2.000000;3;1320;0.478261;65;1000;1;65;0;1;0;0;0
3.000000;3;1320;0.478261;35;1000;0;35;0;0;0;0;0
4.000000;3;1320;0.478261;20;1000;0;20;0;0;0;0;0
5.000000;3;1320;0.478261;3;1000;0;3;0;0;0;0;0
